SpaceID,BlockFace,MeterType,RateType,RateRange,MeteredTimeLimit,Lat,Long
SH288,1000 N LAS PALMAS AVE,Single-Space,FLAT,$0.50 ,4HR,34.089807,-118.336207
WV282B,1101 S WESTWOOD BLVD,Single-Space,FLAT,$0.50 ,2HR,34.06005,-118.44518
WS742,1701 S KELTON AVE,Single-Space,FLAT,$1.00 ,2HR,34.049525,-118.439441
HW65,5200 W SUNSET BLVD,Single-Space,FLAT,$1.00 ,1HR,34.098017,-118.304906
HO969,1701 N WHITLEY AVE,Single-Space,TOD,$1.50 - $3.00,2HR,34.102381,-118.333406
CB4273,1001 S SAN JULIAN ST,Single-Space,FLAT,$0.50 ,4HR,34.036527,-118.252683
P171,1000 E SWARTHMORE AVE,Single-Space,FLAT,$1.00 ,2HR,34.047789,-118.525336
CB3576,801 S GRAND AVE,Single-Space,TOD,$0.50 - $2.00,4HR,34.045367,-118.258512
BW112,11601 S BARRINGTON CT,Single-Space,FLAT,$2.00 ,1HR,34.065045,-118.469367
CB1949C,201 E 14TH ST,Single-Space,TOD,$0.50 - $2.00,2HR,34.034449,-118.259515
BF300,701 N FAIRFAX AVE,Single-Space,FLAT,$1.00 ,2HR,34.084674,-118.361591
L187,400 N LARCHMONT BLVD,Single-Space,FLAT,$1.00 ,2HR,34.078712,-118.32353
C987,3500 VERMONT AVE,Single-Space,FLAT,$1.00 ,4HR,34.023865,-118.291403
VW1871,701 HOOVER ST,Single-Space,FLAT,$1.00 ,1HR,34.059339,-118.284304
BH107,2001 CESAR E CHAVEZ AVE,Single-Space,FLAT,$1.00 ,1HR,34.048844,-118.21213
CC1332,300 W 3RD ST,Single-Space,TOD,$5.00 - $6.00,2HR,34.0512,-118.248499
L182,400 N LARCHMONT BLVD,Single-Space,FLAT,$1.00 ,2HR,34.078274,-118.323528
OF78,5901 W SAN VICENTE BLVD,Single-Space,FLAT,$1.00 ,2HR,34.056476,-118.36012
L134,200 N LARCHMONT BLVD,Single-Space,FLAT,$1.00 ,2HR,34.075479,-118.323521
PR464,1400 S OAKHURST DR,Single-Space,FLAT,$1.00 ,1HR,34.054971,-118.390946
BH251,2600 CESAR E CHAVEZ AVE,Single-Space,FLAT,$1.00 ,1HR,34.045501,-118.205052
LC133,401 N LA CIENEGA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.078914,-118.376694
WU1143,700 GARLAND AVE,Single-Space,FLAT,$1.00 ,2HR,34.050877,-118.266774
LP231,3300 W 43RD ST,Single-Space,FLAT,$1.00 ,2HR,34.005914,-118.331003
66434,6420 W HOLLYWOOD BLVD,Multi-Space,TOD,$0.50 - $3.00,2HR,34.101513,-118.330489
C44,1300 30TH ST,Single-Space,FLAT,$1.00 ,1HR,34.027707,-118.292047
BH55,2301 CESAR E CHAVEZ AVE,Single-Space,FLAT,$1.00 ,1HR,34.047062,-118.208153
MV163,12200 W SOUTH VENICE BLVD,Single-Space,FLAT,$1.00 ,2HR,34.004367,-118.431881
WA116,600 WESTLAKE AVE,Single-Space,FLAT,$1.00 ,1HR,34.057591,-118.274471
MV179,3801 S GRAND VIEW BLVD,Single-Space,FLAT,$1.00 ,1HR,34.004169,-118.430792
SP658,501 MESA ST,Single-Space,FLAT,$0.50 ,2HR,33.739409,-118.285772
WF185,8300 W 3RD ST,Single-Space,FLAT,$1.00 ,2HR,34.072762,-118.371625
LC245,101 N KILKEA DR,Single-Space,FLAT,$1.00 ,2HR,34.075802,-118.36695
HO186A,1601 N COSMO ST,Single-Space,TOD,$0.50 - $4.00,2HR,34.101076,-118.328872
CC1544,501 N FIGUEROA ST,Single-Space,TOD,$0.50 - $1.00,4HR,34.062357,-118.246622
WW1748,650 SERRANO AVE,Single-Space,FLAT,$1.00 ,1HR,34.061228,-118.306521
PR286,1501 S ROBERTSON BLVD,Single-Space,FLAT,$1.00 ,1HR,34.051699,-118.384276
WA458,1901 8TH ST,Single-Space,FLAT,$1.00 ,1HR,34.054054,-118.27579
WF563,450 S SAN VICENTE BLVD,Single-Space,FLAT,$1.00 ,2HR,34.070274,-118.375569
PR50,1100 S ROBERTSON BLVD,Single-Space,FLAT,$1.00 ,2HR,34.056371,-118.383572
MM339,701 S OGDEN DR,Single-Space,FLAT,$1.00 ,2HR,34.062375,-118.359601
SL635,1301 LIBERTY ST,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.079317,-118.261129
CB3307,400 W 9TH ST,Single-Space,TOD,$0.50 - $3.00,4HR,34.044087,-118.258921
BF376,7900 W MELROSE AVE,Single-Space,FLAT,$1.00 ,2HR,34.083693,-118.363031
CB2834,1401 S OLIVE ST,Single-Space,FLAT,$0.50 ,4HR,34.036081,-118.264795
WW1656,3301 8TH ST,Single-Space,FLAT,$1.00 ,1HR,34.057775,-118.30256
SP664,501 MESA ST,Single-Space,FLAT,$0.50 ,2HR,33.738939,-118.285777
HW333,5301 W HOLLYWOOD BLVD,Single-Space,FLAT,$1.00 ,1HR,34.101832,-118.30649
V75,100 VENICE WAY,Single-Space,TOD,$1.50 - $2.00,1HR,33.987243,-118.471043
PR729,1200 S ALVIRA ST,Single-Space,FLAT,$1.00 ,1HR,34.053123,-118.372882
CB3365,501 E 9TH ST,Single-Space,TOD,$0.50 - $5.00,2HR,34.038433,-118.251447
LM746,300 N LA BREA AVE,Single-Space,FLAT,$1.00 ,2HR,34.077688,-118.343922
CB1985,200 E 15TH ST,Single-Space,TOD,$0.50 - $2.00,2HR,34.033403,-118.260562
CB307,150 W 14TH ST,Single-Space,FLAT,$0.50 ,4HR,34.035057,-118.261731
SS372,1600 S FEDERAL AVE,Single-Space,FLAT,$1.00 ,2HR,34.044317,-118.453557
VS428,1401 N NEW HAMPSHIRE AVE,Single-Space,FLAT,$1.00 ,2HR,34.097742,-118.292944
SL272,3101 SUNSET BLVD,Single-Space,FLAT,$1.00 ,2HR,34.084607,-118.274304
BF32,401 N FAIRFAX AVE,Single-Space,FLAT,$1.00 ,2HR,34.079543,-118.361557
SG209A,7950 W SUNSET BLVD,Single-Space,FLAT,$1.00 ,1HR,34.097915,-118.363419
WB156,1801 S HILL ST,Single-Space,TOD,$0.50 - $1.50,4HR,34.032986,-118.266065
WU505,1101 7TH ST,Single-Space,FLAT,$1.00 ,1HR,34.051167,-118.264753
HO178,1600 N CAHUENGA BLVD,Single-Space,TOD,$1.50 - $3.00,2HR,34.100699,-118.329433
SA84,1001 ALVARADO ST,Single-Space,FLAT,$1.00 ,1HR,34.077015,-118.263951
PR598,6001 W PICO BLVD,Single-Space,FLAT,$1.00 ,1HR,34.052941,-118.373571
PR492,8500 W PICO BLVD,Single-Space,FLAT,$1.00 ,1HR,34.053427,-118.377206
CC1316,200 W 3RD ST,Single-Space,TOD,$2.00 - $6.00,2HR,34.050515,-118.247447
ED508,801 S TOWNE AVE,Single-Space,JUMP,$0.50/H - $2.00/10H,10HR,34.036827,-118.247809
SW388,800 N WESTERN AVE,Single-Space,FLAT,$1.00 ,1HR,34.085083,-118.30902
CC1512,1000 W 2ND ST,Single-Space,FLAT,$0.50 ,4HR,34.057574,-118.254895
SS354,1501 S BARRY AVE,Single-Space,FLAT,$1.00 ,2HR,34.043361,-118.454349
BH366,2401 1ST ST,Single-Space,FLAT,$1.00 ,1HR,34.04348,-118.209047
BF284,700 N FAIRFAX AVE,Single-Space,FLAT,$1.00 ,1HR,34.08501,-118.36127
52165,1121 JEFFERSON BLVD,Multi-Space,FLAT,$1.00 ,4HR,34.025597,-118.289637
VW1814,2301 PICO BLVD,Single-Space,FLAT,$1.00 ,1HR,34.047357,-118.288171
SW190,5601 W SANTA MONICA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.090852,-118.312729
CB494,1400 S SANTEE ST,Single-Space,TOD,$0.50 - $1.00,2HR,34.033455,-118.259546
LM691,100 S LA BREA AVE,Single-Space,FLAT,$1.00 ,1HR,34.071564,-118.34391
WA1034,1901 OLYMPIC BLVD,Single-Space,FLAT,$1.00 ,2HR,34.051006,-118.277998
CB4364,500 S SPRING ST,Single-Space,TOD,$0.50 - $6.00,2HR,34.046476,-118.250365
MM445,5900 W 6TH ST,Single-Space,FLAT,$1.00 ,4HR,34.06479,-118.355372
MD862,2000 CHARLOTTE ST,Single-Space,FLAT,$1.00 ,4HR,34.058005,-118.205234
GA102,3500 MADERA AVE,Single-Space,FLAT,$1.00 ,1HR,34.116625,-118.261714
SV885,6201 W LA MIRADA AVE,Single-Space,TOD,$0.50 - $1.00,2HR,34.093558,-118.325877
SS255,11901 W SANTA MONICA BLVD,Single-Space,FLAT,$1.00 ,1HR,34.04146,-118.461551
66339,7065 W HOLLYWOOD BLVD,Multi-Space,TOD,$0.50 - $2.00,2HR,34.101627,-118.343647
HO648,1701 N WHITLEY AVE,Single-Space,TOD,$1.50 - $3.00,2HR,34.10188,-118.333404
P188,1001 N MONUMENT ST,Single-Space,FLAT,$1.00 ,2HR,34.047691,-118.524445
CT498,801 N YALE ST,Single-Space,FLAT,$0.50 ,4HR,34.063693,-118.24066
PR268,9000 W PICO BLVD,Single-Space,FLAT,$1.00 ,1HR,34.055166,-118.389145
WW248,4400 2ND ST,Single-Space,FLAT,$1.00 ,1HR,34.071081,-118.310103
CC1553,200 S SPRING ST,Single-Space,TOD,$0.50 - $3.00,4HR,34.051387,-118.245789
56465,10782 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,34.050331,-118.434126
MM97,701 S BURNSIDE AVE,Single-Space,FLAT,$1.00 ,2HR,34.061408,-118.349842
SV105,1501 N WILCOX AVE,Single-Space,TOD,$0.50 - $1.00,2HR,34.098337,-118.331106
56178,10635 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,34.053564,-118.430131
CB2305,600 E 12TH ST,Single-Space,FLAT,$0.50 ,4HR,34.033922,-118.253788
66612,1610 N VINE ST,Multi-Space,TOD,$1.50 - $2.00,2HR,34.100745,-118.326575
WF309,401 S FAIRFAX AVE,Single-Space,FLAT,$1.00 ,2HR,34.069431,-118.361508
CB1756,201 E 12TH ST,Single-Space,TOD,$1.00 - $3.00,2HR,34.036566,-118.257673
SP100,501 7TH ST,Single-Space,FLAT,$0.50 ,2HR,33.737791,-118.28937
CB1387,901 W JAMES M WOOD BLVD,Single-Space,TOD,$3.00 - $4.00,4HR,34.046696,-118.26374
VN329,14501 W SYLVAN ST,Single-Space,TOD,$0.50 - $1.00,2HR,34.184734,-118.449384
WS671,1701 S MANNING AVE,Single-Space,FLAT,$1.00 ,2HR,34.052746,-118.431793
SH318,6500 W SANTA MONICA BLVD,Single-Space,FLAT,$0.50 ,2HR,34.090636,-118.332702
WB681,2001 S LOS ANGELES ST,Single-Space,FLAT,$0.50 ,4HR,34.028854,-118.264753
WA1232,300 ALVARADO ST,Single-Space,FLAT,$1.00 ,1HR,34.06234,-118.272956
WW1166,3601 6TH ST,Single-Space,FLAT,$1.00 ,2HR,34.063646,-118.301179
C380D,3701 FLOWER ST,Single-Space,FLAT,$1.00 ,2HR,34.016467,-118.282256
CB689A,800 S MAPLE AVE,Single-Space,TOD,$3.00 - $5.00,2HR,34.039823,-118.252237
LT373A,301 E BOYD ST,Single-Space,TOD,$0.50 - $4.00,2HR,34.047095,-118.243775
CB4320,201 W 12TH ST,Single-Space,TOD,$0.50 - $1.00,2HR,34.038943,-118.261334
WU526,1301 7TH ST,Single-Space,FLAT,$1.00 ,1HR,34.052666,-118.268213
VW565,501 VIRGIL AVE,Single-Space,FLAT,$1.00 ,2HR,34.064325,-118.287154
WF229,8100 W 3RD ST,Single-Space,FLAT,$1.00 ,2HR,34.072222,-118.367176
CB4369,600 S SPRING ST,Single-Space,TOD,$1.50 - $4.00,2HR,34.045434,-118.251337
CB2612,401 E 8TH ST,Single-Space,TOD,$0.50 - $5.00,2HR,34.04036,-118.250515
BW129,11701 S BARRINGTON CT,Single-Space,FLAT,$2.00 ,1HR,34.064269,-118.469665
ER158,2200 MERTON AVE,Single-Space,FLAT,$1.00 ,1HR,34.137749,-118.214844
SV481,6000 W SUNSET BLVD,Single-Space,TOD,$0.50 - $1.00,2HR,34.097926,-118.321806
MM120,701 S DETROIT ST,Single-Space,FLAT,$1.00 ,2HR,34.061603,-118.345456
LC311,301 N SWEETZER AVE,Single-Space,FLAT,$1.00 ,2HR,34.076327,-118.37007
WB758,501 W 21ST ST,Single-Space,JUMP,$0.50/H - $2.00/6H,6HR,34.032108,-118.272922
SS406,1500 S SAWTELLE BLVD,Single-Space,FLAT,$1.00 ,2HR,34.047955,-118.449596
SV470,1400 N GOWER ST,Single-Space,TOD,$0.50 - $1.00,2HR,34.097053,-118.322207
WS147,1201 S WESTWOOD BLVD,Single-Space,FLAT,$1.00 ,2HR,34.057507,-118.443248
BF145A,7801 W ROSEWOOD AVE,Single-Space,FLAT,$1.00 ,2HR,34.080245,-118.360345
PR632B,1400 S PEERLESS PL,Single-Space,FLAT,$1.00 ,1HR,34.053345,-118.402934
WS490,1600 S PONTIUS AVE,Single-Space,FLAT,$1.00 ,1HR,34.04847,-118.445724
MD557,1300 SAN PABLO ST,Single-Space,FLAT,$1.00 ,4HR,34.060191,-118.203999
RA64,8801 W ALDEN DR,Single-Space,FLAT,$2.00 ,2HR,34.075334,-118.384041
ED147,1001 S CENTRAL AVE,Single-Space,FLAT,$1.50 ,2HR,34.031213,-118.244758
VN524,14501 W DELANO ST,Single-Space,TOD,$0.50 - $1.00,2HR,34.182709,-118.449079
SL584,2401 GLENDALE BLVD,Single-Space,FLAT,$1.00 ,2HR,34.10177,-118.259346
WW1934,701 ARDMORE AVE,Single-Space,FLAT,$1.00 ,2HR,34.057899,-118.302061
VW1600,1201 BERENDO ST,Single-Space,FLAT,$1.00 ,2HR,34.047636,-118.293771
WW1338,500 WESTERN AVE,Single-Space,FLAT,$1.00 ,1HR,34.080959,-118.309001
VW1568,650 BERENDO ST,Single-Space,FLAT,$1.00 ,2HR,34.061522,-118.294076
WW1235,4100 3RD ST,Single-Space,FLAT,$1.00 ,1HR,34.068904,-118.303733
LH289,100 AVENUE 24,Single-Space,FLAT,$1.00 ,2HR,34.075494,-118.216911
SVV16,4700 SANTA MONICA BLVD,Single-Space,FLAT,$1.00 ,1HR,34.090782,-118.293076
BF50,301 N FAIRFAX AVE,Single-Space,FLAT,$1.00 ,2HR,34.077452,-118.361546
61439,54 WINDWARD AVE,Multi-Space,TOD,$1.00 - $1.50,1HR,33.987388,-118.472631
PM174,9700 W SOUTH VENICE BLVD,Single-Space,FLAT,$1.00 ,1HR,34.024109,-118.397122
CT371,701 N HILL ST,Single-Space,FLAT,$0.50 ,4HR,34.061979,-118.240054
SS380,1601 S CORINTH AVE,Single-Space,FLAT,$1.00 ,2HR,34.045072,-118.44873
SV23,1500 N IVAR AVE,Single-Space,TOD,$0.50 - $2.00,2HR,34.099138,-118.328433
C25,2801 VERMONT AVE,Single-Space,FLAT,$1.00 ,1HR,34.029265,-118.291646
WS272,2001 S WESTWOOD BLVD,Single-Space,FLAT,$1.00 ,1HR,34.04637,-118.434011
MM172A,601 S LA BREA AVE,Single-Space,FLAT,$1.00 ,2HR,34.064188,-118.34414
CB1855A,201 E WINSTON ST,Single-Space,TOD,$2.00 - $5.00,2HR,34.046008,-118.24621
SP549,400 7TH ST,Single-Space,FLAT,$0.50 ,2HR,33.737921,-118.287324
W172,6201 W 98TH ST,Single-Space,FLAT,$1.00 ,2HR,33.947409,-118.39541
CB2183A,1100 S WALL ST,Single-Space,TOD,$0.50 - $2.00,2HR,34.036286,-118.254226
WA1722,200 LAKE ST,Single-Space,FLAT,$1.00 ,2HR,34.064928,-118.272682
CB2951,700 S HILL ST,Single-Space,TOD,$2.00 - $6.00,2HR,34.045352,-118.254844
WV27,901 S GAYLEY AVE,Single-Space,TOD,$0.50 - $2.00,2HR,34.062189,-118.448208
PR272,9000 W PICO BLVD,Single-Space,FLAT,$1.00 ,1HR,34.055168,-118.388661
93245,3612 W SUNSET BLVD,Multi-Space,FLAT,$1.00 ,2HR,34.090095,-118.277335
CB4169,1401 S MYRTLE ST,Single-Space,JUMP,$0.50/H - $2.00/10H,10HR,34.032676,-118.256636
VH56,1700 VERMONT AVE,Single-Space,FLAT,$1.00 ,1HR,34.102872,-118.291677
PB320,1400 S RIDGELEY DR,Single-Space,FLAT,$1.00 ,4HR,34.04826,-118.355787
SV261A,1401 N CAHUENGA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.096639,-118.3296
HO1057,7001 W HAWTHORN AVE,Single-Space,TOD,$0.50 - $2.00,2HR,34.100392,-118.344146
CB2316,601 E PICO BLVD,Single-Space,FLAT,$0.50 ,4HR,34.033097,-118.254459
VW355,600 CATALINA ST,Single-Space,FLAT,$1.00 ,1HR,34.062644,-118.295288
WW1177,3601 6TH ST,Single-Space,FLAT,$1.00 ,2HR,34.063638,-118.302441
52226,1110 JEFFERSON BLVD,Multi-Space,FLAT,$1.00 ,4HR,34.025398,-118.288677
VW290,650 SHATTO PL,Single-Space,FLAT,$1.00 ,1HR,34.06148,-118.29023
VW1510B,600 BERENDO ST,Single-Space,FLAT,$1.00 ,2HR,34.062918,-118.294063
SV609,1501 N LAS PALMAS AVE,Single-Space,TOD,$0.50 - $1.00,2HR,34.09826,-118.336377
VN1237,14501 W BESSEMER ST,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.180985,-118.449529
VN946,14400 W VICTORY BLVD,Single-Space,TOD,$0.50 - $1.00,2HR,34.186559,-118.44766
ED263,900 E 12TH ST,Single-Space,TOD,$0.50 - $1.00,4HR,34.031887,-118.249576
CP20,21501 W SHERMAN WAY,Single-Space,FLAT,$1.00 ,2HR,34.201141,-118.599774
MM502,5600 W 3RD ST,Single-Space,FLAT,$1.00 ,1HR,34.068812,-118.343272
CB1094,600 W 9TH ST,Single-Space,FLAT,$5.00 ,2HR,34.045377,-118.260922
LM288,7301 W MELROSE AVE,Single-Space,FLAT,$1.00 ,2HR,34.083662,-118.350679
MM705,5701 W WILSHIRE BLVD,Single-Space,FLAT,$1.00 ,1HR,34.062548,-118.354418
PR560,8601 W PICO BLVD,Single-Space,FLAT,$1.00 ,1HR,34.054118,-118.379754
HW92,5201 W SUNSET BLVD,Single-Space,FLAT,$1.00 ,1HR,34.098219,-118.304038
ER56,2200 COLORADO BLVD,Single-Space,FLAT,$1.00 ,1HR,34.139317,-118.215982
CT154,900 N BROADWAY,Single-Space,TOD,$0.50 - $1.50,2HR,34.066205,-118.23611
CB3982,201 E 16TH ST,Single-Space,FLAT,$0.50 ,4HR,34.032714,-118.260859
AE664,100 S ALAMEDA ST,Single-Space,FLAT,$1.00 ,2HR,34.047517,-118.237955
HO514,6300 W YUCCA ST,Single-Space,TOD,$1.00 - $2.00,2HR,34.103746,-118.327705
WA473,600 PARK VIEW ST,Single-Space,FLAT,$1.00 ,2HR,34.060018,-118.279146
VM145,901 85TH ST,Single-Space,FLAT,$1.00 ,2HR,33.961288,-118.291182
P81,15300 W ANTIOCH ST,Single-Space,FLAT,$1.00 ,2HR,34.047041,-118.526826
BH98,501 SAINT LOUIS ST,Single-Space,FLAT,$1.00 ,2HR,34.048715,-118.211405
HW297,5101 W HOLLYWOOD BLVD,Single-Space,FLAT,$1.00 ,1HR,34.101844,-118.301561
GA232,3001 LOS FELIZ BLVD,Single-Space,FLAT,$1.00 ,2HR,34.125352,-118.26522
ED625,1001 S TOWNE AVE,Single-Space,TOD,$0.50 - $1.00,2HR,34.03406,-118.249801
VH13,4601 HOLLYWOOD BLVD,Single-Space,FLAT,$1.00 ,1HR,34.100302,-118.29016
CB639,900 S WALL ST,Single-Space,TOD,$2.00 - $5.00,2HR,34.038124,-118.252437
PB382,5000 W PICO BLVD,Single-Space,FLAT,$1.00 ,2HR,34.047785,-118.347938
CB2373,1300 S SAN PEDRO ST,Single-Space,FLAT,$0.50 ,2HR,34.032278,-118.25422
SL53,2501 HYPERION AVE,Single-Space,FLAT,$1.00 ,2HR,34.104944,-118.273139
SS179,11601 W SANTA MONICA BLVD,Single-Space,FLAT,$1.00 ,1HR,34.044592,-118.454438
WA339,901 ALVARADO ST,Single-Space,FLAT,$1.00 ,1HR,34.05278,-118.279283
WW2484,4101 BEVERLY BLVD,Single-Space,FLAT,$1.00 ,1HR,34.076372,-118.299825
WU275,601 BIXEL ST,Single-Space,FLAT,$1.00 ,1HR,34.05291,-118.263038
WU126,501 COLUMBIA AVE,Single-Space,FLAT,$1.00 ,2HR,34.05609,-118.266192
VS99,4400 SUNSET BLVD,Single-Space,FLAT,$1.00 ,2HR,34.096798,-118.285398
HO113,1600 N SCHRADER BLVD,Single-Space,TOD,$0.50 - $2.00,2HR,34.100316,-118.332406
HO13,1600 N MCCADDEN PL,Single-Space,TOD,$1.50 - $4.00,4HR,34.100798,-118.336926
WW2151,3600 WILSHIRE BLVD,Single-Space,FLAT,$1.00 ,1HR,34.061627,-118.303426
PB326,5300 W PICO BLVD,Single-Space,FLAT,$1.00 ,2HR,34.048313,-118.355091
CB3062,301 E 4TH ST,Single-Space,TOD,$0.50 - $5.00,2HR,34.046159,-118.243723
WF106,8401 W 3RD ST,Single-Space,FLAT,$1.00 ,2HR,34.073149,-118.373644
PR58,1100 S ROBERTSON BLVD,Single-Space,FLAT,$1.00 ,2HR,34.056897,-118.383564
BF482,7601 W BEVERLY BLVD,Single-Space,FLAT,$1.00 ,1HR,34.076232,-118.355861
VN315,14500 W FRIAR ST,Single-Space,FLAT,$1.00 ,2HR,34.185623,-118.449169
SS329,1501 S STONER AVE,Single-Space,FLAT,$1.00 ,2HR,34.043013,-118.456939
WW1350,600 WESTERN AVE,Single-Space,FLAT,$1.00 ,1HR,34.082309,-118.309007
BW46,100 E BARRINGTON AVE,Single-Space,FLAT,$2.00 ,1HR,34.064552,-118.469044
CB445A,200 E PICO BLVD,Single-Space,TOD,$0.50 - $2.00,2HR,34.035428,-118.258922
MD799,1501 ALCAZAR ST,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.063711,-118.205147
SP876,601 BEACON ST,Single-Space,FLAT,$0.50 ,2HR,33.738107,-118.280503
CB3150,700 W WILSHIRE BLVD,Single-Space,TOD,$5.00 - $6.00,2HR,34.048991,-118.257777
CB1262,1200 S GRAND AVE,Single-Space,FLAT,$0.50 ,2HR,34.039766,-118.263528
WW238,101 WESTERN AVE,Single-Space,FLAT,$1.00 ,1HR,34.071563,-118.309226
PR818,8800 W KEY ST,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.049836,-118.385379
CB663,901 S WALL ST,Single-Space,TOD,$1.50 - $5.00,2HR,34.038132,-118.252641
WB388,1800 S HOPE ST,Single-Space,FLAT,$0.50 ,4HR,34.033772,-118.269309
SG145,7201 W SUNSET BLVD,Single-Space,FLAT,$1.00 ,1HR,34.098086,-118.347004
SH34,1101 N VINE ST,Single-Space,FLAT,$1.00 ,1HR,34.091889,-118.326751
WW264,201 WESTERN AVE,Single-Space,FLAT,$1.00 ,1HR,34.070148,-118.30922
61353,61 WINDWARD AVE,Multi-Space,TOD,$1.50 - $2.00,1HR,33.987591,-118.472556
CP234,22001 W SHERMAN WAY,Single-Space,FLAT,$1.00 ,2HR,34.201132,-118.606434
PR697,5900 W PICO BLVD,Single-Space,FLAT,$1.00 ,1HR,34.051722,-118.368297
CB136,1501 S HOPE ST,Single-Space,TOD,$1.50 - $2.00,4HR,34.036712,-118.267558
LC31,800 N LA CIENEGA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.086037,-118.376346
WB204,1701 S OLIVE ST,Single-Space,FLAT,$0.50 ,4HR,34.034298,-118.266241
WF462,6300 W WILSHIRE BLVD,Single-Space,FLAT,$1.00 ,1HR,34.063409,-118.366324
CB2595,501 S FREMONT AVE,Single-Space,FLAT,$4.00 ,2HR,34.052256,-118.258562
P137,15200 W LA CRUZ DR,Single-Space,FLAT,$1.00 ,1HR,34.04583,-118.524499
GA106,3501 MADERA AVE,Single-Space,FLAT,$1.00 ,1HR,34.11676,-118.26171
CC1122,200 S GRAND AVE,Single-Space,FLAT,$3.00 ,2HR,34.053882,-118.250276
WS477,1601 S SEPULVEDA BLVD,Single-Space,FLAT,$1.00 ,1HR,34.048777,-118.445431
PR177,1400 S ROBERTSON BLVD,Single-Space,FLAT,$1.00 ,2HR,34.052825,-118.383881
LM551,200 N MARTEL AVE,Single-Space,FLAT,$1.00 ,2HR,34.075896,-118.351031
LM771,7001 W ROSEWOOD AVE,Single-Space,FLAT,$1.00 ,2HR,34.080319,-118.343616
WB195,1801 S OLIVE ST,Single-Space,FLAT,$0.50 ,4HR,34.033181,-118.267057
PM19,3301 S MOTOR AVE,Single-Space,FLAT,$1.00 ,1HR,34.02837,-118.410165
HW325,5201 W HOLLYWOOD BLVD,Single-Space,FLAT,$1.00 ,1HR,34.101835,-118.305404
WW249,4400 2ND ST,Single-Space,FLAT,$1.00 ,1HR,34.071081,-118.310038
WA1465,1300 BURLINGTON AVE,Single-Space,FLAT,$1.00 ,2HR,34.045298,-118.279003
CC792,201 N FREMONT AVE,Single-Space,TOD,$0.50 - $1.50,2HR,34.059143,-118.252444
CB4076,300 E 6TH ST,Single-Space,FLAT,$0.50 ,4HR,34.043098,-118.246712
ED184,901 E 12TH ST,Single-Space,JUMP,$0.50/H - $2.00/10H,10HR,34.03177,-118.248963
LM264,7251 W MELROSE AVE,Single-Space,FLAT,$1.00 ,2HR,34.083596,-118.347793
VN1209,14500 W DELANO ST,Single-Space,TOD,$0.50 - $1.00,2HR,34.182598,-118.450001
SV290,1401 N IVAR AVE,Single-Space,TOD,$0.50 - $1.50,2HR,34.097388,-118.328892
LM704,100 S LA BREA AVE,Single-Space,FLAT,$1.00 ,1HR,34.072897,-118.343911
MM691,5651 W WILSHIRE BLVD,Single-Space,FLAT,$1.00 ,1HR,34.062502,-118.352081
LT79,100 S SAN PEDRO ST,Single-Space,TOD,$1.50 - $4.00,2HR,34.049595,-118.241378
P47A,15401 W ANTIOCH ST,Single-Space,FLAT,$1.00 ,2HR,34.047313,-118.52778
WW262,201 WESTERN AVE,Single-Space,FLAT,$1.00 ,1HR,34.070265,-118.309222
SA72,2100 SUNSET BLVD,Single-Space,FLAT,$1.00 ,2HR,34.077522,-118.265766
CB1941,1600 S SANTEE ST,Single-Space,FLAT,$0.50 ,4HR,34.032249,-118.260522
WS723,1700 S MIDVALE AVE,Single-Space,FLAT,$1.00 ,2HR,34.049789,-118.438214
SG241,1501 N POINSETTIA PL,Single-Space,FLAT,$1.00 ,2HR,34.098551,-118.347939
SH234,1001 N HIGHLAND AVE,Single-Space,FLAT,$1.00 ,2HR,34.089687,-118.338719
SVV235A,1101 VERMONT AVE,Single-Space,FLAT,$1.00 ,1HR,34.092014,-118.291864
SG56,7600 W SUNSET BLVD,Single-Space,FLAT,$1.00 ,1HR,34.097946,-118.355959
SP534,601 MESA ST,Single-Space,FLAT,$0.50 ,2HR,33.738439,-118.285778
WU1282,1200 3RD ST,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.057313,-118.259468
WA886A,650 PARK VIEW ST,Single-Space,FLAT,$1.00 ,2HR,34.059007,-118.279808
VN1103,14400 W KITTRIDGE ST,Single-Space,FLAT,$1.00 ,2HR,34.190624,-118.447251
WS479,1601 S SEPULVEDA BLVD,Single-Space,FLAT,$1.00 ,1HR,34.048674,-118.445341
PM213,3801 S CANFIELD AVE,Single-Space,FLAT,$1.00 ,1HR,34.025781,-118.393965
VS475,1300 EDGEMONT ST,Single-Space,FLAT,$1.00 ,1HR,34.095705,-118.296045
HO465,6200 W YUCCA ST,Single-Space,TOD,$1.50 - $2.00,2HR,34.103634,-118.326305
WW553,650 KINGSLEY DR,Single-Space,FLAT,$1.00 ,2HR,34.060336,-118.303014
